^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS2207
!dataset_title = Salicylic acid effect on leaves
!dataset_description = Analysis of leaves 2 hours after treatment with salicylic acid (SA) which induces systemic acquired resistance (SAR). SA-induced genes examined for the presence of neighboring putative binding sites for the transcription factor TGA2. Results provide insight into role of TGA factors in triggering SAR
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 16824183
!dataset_platform = GPL198
!dataset_platform_organism = Arabidopsis thaliana
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 22810
!dataset_sample_organism = Arabidopsis thaliana
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = transformed count
!dataset_reference_series = GSE3984
!dataset_order = none
!dataset_update_date = Mar 23 2007
^SUBSET = GDS2207_1
!subset_dataset_id = GDS2207
!subset_description = control
!subset_sample_id = GSM90867,GSM90868,GSM90869
!subset_type = agent
^SUBSET = GDS2207_2
!subset_dataset_id = GDS2207
!subset_description = salicylic acid
!subset_sample_id = GSM90870,GSM90871,GSM90872
!subset_type = agent
^DATASET = GDS2207
!ID_REF = Platform reference identifier
!IDENTIFIER = identifier
!GSM90867 = Value for GSM90867: 2-hour mock-treated leaf material biological replicate 1; src: leaf tissue of 3-4 week old plants, treated with 0.01% Silwet 2 hours before harvest
!GSM90868 = Value for GSM90868: 2-hour mock-treated leaf material biological replicate 2; src: leaf tissue of 3-4 week old plants, treated with 0.01% Silwet 2 hours before harvest
!GSM90869 = Value for GSM90869: 2-hour mock-treated leaf material biological replicate 3; src: leaf tissue of 3- to 4-week old plants, treated with 0.01% Silwet 2 hours before harvest
!GSM90870 = Value for GSM90870: leaf material harvested 2 hours after spraying of 1 mM salicylic acid biological replicate 1; src: leaf tissue of 3- to 4-week old plants, sprayed with 1 mM SA and 0.01% Silwet 2 hours before harvest
!GSM90871 = Value for GSM90871: leaf material harvested 2 hours after spraying of 1 mM salicylic acid biological replicate 2; src: leaf tissue of 3- to 4-week old plants, sprayed with 1 mM SA and 0.01% Silwet 2 hours before harvest
!GSM90872 = Value for GSM90872: leaf material harvested 2 hours after spraying of 1 mM salicylic acid biological replicate 3; src: leaf tissue of 3- to 4-week old plants, sprayed with 1 mM SA and 0.01% 
ID_REF	IDENTIFIER	GSM90867	GSM90868	GSM90869	GSM90870	GSM90871	GSM90872
246042_at	AT5G19440	10.5954	10.3305	10.2288	11.1913	11.0774	11.4111
246043_at	CLT1	7.81466	8.33016	8.22772	7.63247	8.18755	7.88562
246044_at	CDPK19	8.62858	8.57087	8.31858	9.17882	8.93884	8.69954
246045_at	AT5G19430	8.74113	8.54532	8.16481	8.3031	7.87048	7.75816
246046_at	AT5G28860	5.60761	5.87651	5.67639	5.66535	5.72704	5.79226
246047_at	AT5G28870	5.51596	5.09565	5.1632	5.42957	5.26733	5.30386
246048_at	AT5G28880	3.85627	4.10618	3.84	3.80168	3.9357	3.98678
246049_at	AT5G28890	5.22649	5.36475	5.2396	5.4007	5.18836	5.42525
246050_s_at	AT5G28900	9.10919	9.56608	9.41765	9.09623	9.35574	9.43405
246051_at	GME	11.3409	11.4037	11.0123	10.5371	10.8223	10.7149
246052_at	AT5G08305	6.39465	6.38121	6.64828	6.53044	6.54641	6.67136
246053_at	AT5G08340	7.99679	7.75879	7.98152	7.58093	7.37013	7.66708
246054_at	AT5G08360	6.16896	6.04999	6.22003	5.88479	5.91329	6.38948
246055_at	AGAL1	8.80385	8.12921	8.62931	10.3017	9.83489	9.72375
246056_at	AT5G08390	9.01197	9.02607	9.15573	8.81915	8.91453	9.11937
246057_at	AT5G08400	8.40507	8.32638	8.38811	8.35901	7.97288	8.23269
246058_at	AT5G08430	8.49587	8.42042	8.34788	8.61265	8.58446	8.34581
246059_at	AT5G08450	8.99783	8.72284	8.89463	9.00658	8.80223	8.87863
246060_at	AT5G08420	8.84487	8.89134	9.07143	8.70044	8.64505	8.82463
246061_at	RANGAP2	8.63357	8.339	8.16607	9.07084	8.84757	8.81508
246062_at	ARIA	9.10904	8.45281	8.44036	8.8898	8.25416	8.42749
246063_at	AT5G19340	6.07036	6.25321	7.13148	6.285	6.46764	6.69047
246064_at	AT5G19350	9.97113	9.67335	9.62948	9.54036	9.10344	9.02427
246065_at	CPK34	4.37658	4.65053	4.78201	4.57906	4.71359	4.59322
246066_at	SMG7	8.93473	8.84232	8.82432	9.1756	8.88058	9.22212
246067_at	AT5G19410	6.33384	6.23537	6.3143	6.50948	6.3167	6.56334
246068_at	AT5G20290	12.9279	12.9488	13.4185	12.6217	13.3111	13.3585
246069_at	AT5G20220	7.31846	7.48005	6.78147	6.85238	7.06591	6.81138
246070_at	AT5G20160	11.251	11.1605	11.4617	11.1003	11.4089	11.5677
246071_at	SPX1	8.66651	8.55596	8.39483	8.02946	7.50073	7.37388
246072_at	PI	6.42631	7.9095	8.14503	6.57943	7.09152	7.12473
246073_at	AT5G20180	10.8708	10.7947	10.3801	10.3768	10.605	10.1819
246074_at	AT5G20130	8.89328	8.81522	9.06322	8.63521	8.63109	8.96346
246075_at	MGD2	6.94639	7.4349	6.85604	7.09606	6.89146	6.60789
246076_at	SPS1F	11.0484	10.9616	10.0759	10.8453	10.0834	9.71371
246077_at	CHR42	4.59525	4.77619	4.76594	4.51967	4.45867	4.55934
246078_s_at	AT5G20440	4.53812	4.47199	4.71751	4.78136	4.14933	4.67866
246079_at	AT5G20450	7.26306	7.10017	7.50556	7.07929	6.85094	7.13393
246080_at	AT5G20460	5.71	5.62035	5.3877	5.5957	5.57246	5.33732
246081_s_at	XIK	8.12288	8.67533	7.9527	8.06713	8.74007	8.23462
246082_at	EFR	8.17243	7.23931	7.44454	9.09623	8.38173	8.66896
246083_at	AL5	6.82199	7.15295	7.17812	6.71749	6.90633	6.77023
246084_at	BRXL4	6.0692	6.43263	6.37034	6.15472	6.15025	6.47238
246085_at	BRXL4	6.89218	7.0673	7.29776	6.7857	7.16584	7.23872
246086_at	AT5G20560	6.07094	5.9259	6.19342	6.17205	5.93158	6.20158
246087_at	AT5G20580	7.88639	7.83622	7.33751	7.95858	7.6857	7.57232
246088_at	AT5G20600	7.96545	7.70123	7.95134	7.71963	7.87948	8.27813
246089_at	RBX1	10.5752	10.2386	9.97987	10.5138	10.2209	10.0033
246090_at	WAV2	8.94246	9.29897	9.53699	9.25034	9.44995	9.75781
246091_at	TBL5	8.45154	8.25497	8.13208	8.15091	7.90019	8.29195
246092_at	AT5G20500	11.5209	11.1005	11.5239	11.3951	11.409	11.4659
246093_at	AT5G20550	3.88448	3.92273	3.89442	4.08047	4.21764	4.02615
246094_at	AT5G19300	7.81674	7.26284	7.22053	7.26086	7.31618	7.476
246095_at	AT5G19310	6.90233	6.81644	6.73515	6.702	6.78451	6.61181
246096_at	BETAG4	4.71219	4.64163	4.73071	4.59723	4.47844	4.54911
246097_at	HHP1	8.39124	8.70532	9.07225	8.00531	8.90497	8.78893
246098_at	AT5G20400	8.19287	7.24263	6.76899	9.10028	7.74296	8.09249
246099_at	BCB	11.7855	11.1013	11.1924	12.263	11.523	12.2683
246100_at	At5g32570	3.99081	3.91809	4.11426	4.213	4.03055	3.93202
246101_at	AT5G32580	5.50372	5.36222	5.77254	5.83968	5.76188	5.48711
246102_at	AT5G32590	3.78071	3.77954	3.73415	3.74517	3.80655	3.79959
246103_at	AN3	5.07836	6.35835	7.92847	5.37195	7.16261	8.01675
246104_at	WRKY74	6.55357	6.52485	6.64206	6.77172	6.70082	6.68605
246105_at	AT5G28670	4.59231	4.47337	4.46826	4.65919	4.52215	4.75309
246106_at	ANX2	4.10528	4.16879	4.10525	4.16809	4.21858	4.24328
246107_at	AT5G28700	5.54669	5.58464	5.27171	5.4662	5.56831	5.40382
246108_at	AT5G28630	9.29316	10.1726	9.47131	9.15765	9.1811	9.7078
246109_at	AT5G20120	8.96383	9.22687	9.33393	8.92745	9.22898	9.13938
246110_at	AT5G20140	9.80164	9.62245	9.3435	9.68537	9.47333	9.46056
246111_at	AT5G20170	8.5438	8.31894	8.27899	8.52505	8.35554	8.00487
246112_at	AT5G20200	8.23603	8.41916	8.46968	8.33239	8.3497	8.38066
246113_at	At5g20210	4.67413	4.85978	4.84416	4.72674	4.68735	4.88588
246114_at	DIN10	11.5363	11.2978	11.9673	11.8652	11.1194	12.5347
246115_at	AT5G20300	8.70021	8.55175	8.3848	8.5524	8.33681	8.14794
246116_at	AT5G20310	5.30128	5.173	5.23238	5.1433	5.15913	5.24877
246117_at	DCL4	8.02909	7.96164	7.91409	8.36031	8.08277	8.06628
246118_at	BG5	4.28695	4.22358	4.31403	4.38265	3.97792	4.38422
246119_at	TIP1	10.384	10.5367	10.3985	10.9264	10.7848	10.7772
246120_at	AT5G20360	7.44093	7.83452	7.12497	7.71863	8.16739	8.07438
246121_at	AT5G20370	5.80922	5.91062	6.15574	5.82921	6.02319	5.99623
246122_at	PHT4;5	9.13602	9.65167	9.43328	9.26458	9.49107	9.41876
246123_at	AT5G20390	4.64413	4.60797	4.67922	4.59376	4.56991	4.58878
246124_at	AT5G20060	9.77432	9.4985	10.0801	9.57797	9.71184	9.97654
246125_at	AT5G19875	7.80385	8.24077	6.96875	8.46173	9.26571	7.93023
246126_at	NUDX19	9.87492	9.76127	9.67384	9.22518	9.81159	9.06922
246127_s_at	At5g32530	4.51732	4.7045	4.86473	4.55439	4.62841	4.91305
246128_at	AT5G32540	4.94742	5.15837	5.1095	4.86789	5.37258	5.28934
246129_at	At5g32550	3.82556	3.82532	3.87931	4.0496	3.71695	3.91106
246130_at	At5g32560	5.90319	5.80768	6.10153	5.98426	5.90388	5.8731
246131_at	B73	10.259	9.8262	10.3843	10.9456	10.6588	10.8488
246132_at	RAD51	7.0231	6.97785	7.33693	7.12182	7.41461	7.1792
246133_at	AO1	7.73252	7.04776	7.03493	8.01786	7.47184	7.61291
246134_at	TSL	7.69426	7.47497	7.3755	7.59589	7.5664	7.64678
246135_at	AT5G20885	9.25469	9.69954	9.35168	8.85487	9.23789	8.97438
246136_at	AT5G28470	6.32677	6.55153	6.82527	6.41407	6.58694	6.53035
246137_at	LSH1	7.66652	7.38599	7.38149	7.66252	8.1921	7.70629
246138_at	AT5G19870	4.34509	4.365	4.24824	4.35335	4.29875	4.59119
246139_at	AT5G19900	8.39795	8.26824	7.58734	7.86209	7.86287	7.41179
246140_at	MED31	8.06699	7.83478	8.09843	8.01103	7.69666	7.78857
246141_at	AT5G19920	6.91443	6.85897	7.09061	6.86311	6.96131	7.10895
246142_at	AT5G19970	4.11299	4.16907	4.14414	4.3426	4.48339	4.39944
246143_at	GONST4	9.65598	9.68152	9.83952	10.7052	10.9768	11.1128
246144_at	AT5G20110	7.33219	7.71026	6.59589	6.86373	6.68819	6.08971
246145_at	AT5G19880	5.13848	4.84096	4.91382	5.19017	4.90927	5.12664
246146_at	AT5G20050	9.81302	9.53263	9.26597	9.99656	9.59358	9.70829
246147_s_at	AT5G20000	9.82522	9.66441	9.15814	9.6301	9.67239	9.55381
246148_at	AT5G19960	7.50889	7.0664	6.79977	7.49597	6.98792	7.0378
246149_at	AT5G19890	4.55169	4.7054	4.51901	4.60587	4.52181	4.81374
246150_at	AT5G19930	9.16582	9.08055	9.42181	10.2609	10.2747	10.1642
246151_at	AT5G19950	6.51882	6.18363	6.11901	7.11158	6.76663	6.79565
246152_at	IPT9	8.32476	8.40235	8.83893	8.43077	8.34962	8.8115
246153_s_at	RAN2	10.9962	10.6231	10.6031	10.9027	10.8796	11.1099
246154_at	AT5G19940	12.6677	12.6621	12.7027	12.5495	12.1642	12.3194
246155_at	AT5G20030	7.30857	7.35906	7.26418	7.16751	6.68144	7.16247
246156_at	AT5G20090	11.3131	10.9892	10.9015	11.3466	11.0193	10.9369
246157_at	AT5G20080	10.2698	9.82606	10.0658	10.2638	10.1326	9.95505
246158_at	AT5G19855	10.7343	10.5191	10.4123	10.7482	10.4409	10.4456
246159_at	AT5G20935	8.51376	8.58021	8.24543	7.83949	7.36841	7.04239
246160_at	FBX2	9.35248	9.19546	8.78912	9.08457	8.73967	8.51618
246161_at	JAZ12	11.9446	11.9001	11.8316	11.8498	11.6555	11.5158
246162_at	AT4G36400	8.60473	8.36118	8.21763	8.81479	8.18388	8.25662
246163_at	AT5G32600	4.65658	4.81976	4.94276	4.73332	4.7426	4.65896
246164_at	AT5G32610	4.12159	4.20322	4.10762	4.06546	4.10296	4.16044
246165_at	AT5G32400	5.39005	5.64321	5.60685	5.47454	5.45253	5.62308
246166_at	AT5G32410	4.31461	4.58531	4.49983	4.32028	4.86429	4.59322
246167_at	AT5G32430	6.56474	6.68024	6.9989	6.63732	6.81523	6.74734
246168_at	AT5G32460	4.13802	4.32769	4.17758	4.3016	4.28075	4.56999
246169_at	AT5G32470	9.10651	9.00882	9.1798	9.12838	8.797	9.21622
246170_at	AT5G32450	11.0245	11.2704	10.9601	11.0262	11.0932	11.2988
246171_at	AT5G32440	9.88211	9.81236	9.68882	9.86127	9.55829	9.43814
246172_s_at	ACS1	5.51662	5.89156	5.89844	5.97926	5.77028	5.98071
246173_s_at	AT5G28460	8.56916	8.23089	7.96472	8.33919	8.10417	7.98629
246174_s_at	AT5G28380	4.55547	4.28267	4.27134	4.16159	4.31586	4.38995
246175_s_at	AT5G28400	5.51303	5.52076	5.36597	5.61858	5.18572	5.35862
246176_at	AT5G28410	4.31675	4.0959	4.31245	4.2375	4.36877	4.36194
246177_at	AT5G28420	4.69723	4.67726	4.81073	4.84541	4.61875	4.6365
246178_s_at	AT5G28430	4.44083	3.9867	3.95295	4.39392	4.23895	4.36079
246179_at	AT5G28442	6.09719	6.32536	6.2306	6.21799	6.17314	6.24612
246180_at	AT5G20840	8.77116	8.79213	8.71178	8.98342	8.92352	8.70385
246181_at	AT5G20860	4.49099	4.75799	4.8841	4.54993	4.72862	4.45638
246182_at	AT5G20870	5.86538	5.99708	6.0356	6.10288	6.12441	6.11674
246183_at	AT5G20940	4.35782	4.79906	4.67341	4.33132	4.66325	4.53384
246184_at	AT5G20950	10.7681	10.2032	10.6199	11.102	10.3215	10.4509
246185_at	MS3	7.54302	7.66371	7.71839	7.4596	7.60394	7.6079
246186_at	AT5G21030	4.26482	4.60844	4.59322	4.39955	4.47253	4.38316
246187_at	AT5G21020	4.68211	5.08122	4.68895	4.88906	4.52742	4.40682
246188_at	AT5G21050	6.13593	6.2064	6.45655	6.35647	6.60654	6.40119
246189_at	AT5G20910	9.23669	8.84616	8.78373	9.1844	8.73593	8.78014
246190_at	BPM5	8.41315	8.31723	8.32889	8.54069	8.34745	8.29736
246191_at	AT5G20890	10.7667	10.4616	10.9921	10.5128	10.6795	10.7867
246192_at	EIF2 BETA	10.5526	10.4843	10.6136	10.5021	10.675	10.7171
246193_at	AT5G20880	7.81566	7.78605	7.71023	7.67266	7.91718	7.89027
246194_at	ACD2	10.7356	10.8231	10.356	10.4531	10.4201	10.0096
246195_at	UBC17	9.10741	8.25646	8.41869	7.71529	6.75708	7.01709
246196_at	AT4G37090	6.92856	6.38787	6.46108	6.67425	6.44187	6.30403
246197_at	CEN2	4.73173	3.57071	3.57954	5.54928	4.59445	4.25557
246198_at	GGPS1	9.89433	10.0293	9.58265	9.28684	9.83636	9.52918
246199_at	AT4G36530	10.8259	10.7476	10.4304	10.6772	10.3918	10.3585
246200_at	AT4G37240	6.62595	6.29808	7.4881	5.94322	6.56375	7.43289
246201_at	AT4G36750	9.19928	9.67009	9.4534	9.60109	9.86983	9.69222
246202_at	MAP1D	10.3718	10.0738	10.0153	10.2262	9.86339	9.80954
246203_at	AT4G36610	6.55192	6.37645	6.64517	6.57575	6.71395	6.61747
246204_at	AT4G37020	8.95233	8.98631	8.92839	9.23575	8.95457	9.04472
246205_at	AT4G36970	8.24496	8.15463	8.07951	7.5927	7.49868	7.53203
246206_at	PBRP	4.82961	4.95274	5.05518	4.84711	4.8665	5.07998
246207_at	AT4G36960	8.5982	8.48224	8.45158	8.24084	8.09797	7.96219
246208_at	SFH12	5.42652	5.56426	5.3685	5.37195	5.42392	5.64763
246209_at	BLH2	7.17441	7.96524	7.57316	7.00559	7.09872	6.91126
246210_at	AT4G36420	8.24067	7.93699	7.87496	7.51068	7.50428	7.93673
246211_at	GBF1	9.14502	9.51649	9.52733	9.38091	9.36574	9.85777
246212_at	SPT	6.40033	6.6082	6.87412	6.38885	6.30637	6.69293
246213_at	LCB1	8.39532	8.74661	8.65769	8.37217	8.69553	8.75563
246214_at	CPuORF49	9.21124	8.54979	8.04893	9.60564	8.70182	8.41992
246215_at	AT4G37180	7.79002	7.96245	8.57959	7.38686	7.98771	8.20067
246216_at	ROT3	6.88081	7.65899	7.09083	6.43008	7.17974	6.7635
246217_at	AP2	8.67733	8.75416	8.26808	8.18213	8.1616	8.16153
246218_at	RCE1	9.25819	9.38269	8.6632	9.15604	9.1797	8.9957
246219_at	APP1	10.0779	9.98328	9.85847	10.1996	9.77626	9.63798
246220_at	AT4G37210	9.14571	8.90945	8.95065	8.95196	9.02455	9.1471
246221_at	SMP2	10.5476	10.1905	9.55731	10.2433	9.99902	9.81114
246222_at	RAP2.10	7.35494	8.31626	7.50468	6.89474	7.53441	7.06619
246223_at	IRX14	8.01412	8.49032	8.13889	7.87441	8.22167	8.26264
246224_at	AT4G36590	4.72029	4.81054	4.67893	5.02671	4.5929	4.62483
246225_at	LEJ2	7.96376	7.83491	8.19986	7.87515	8.16599	7.83647
246226_at	HCF164	10.672	10.4604	10.1658	10.6314	10.222	10.0456
246227_at	AT4G36510	4.45239	4.76338	4.60642	4.56216	4.90027	4.53052
246228_at	AT4G36430	5.62646	5.25462	6.02248	5.8987	5.65817	5.44386
246229_at	sks15	4.23399	4.40809	4.45192	4.24522	4.29402	4.27252
246230_at	AT4G36710	7.54734	7.12966	6.78156	7.47951	7.39296	6.91331
246231_at	AT4G37080	7.81395	8.08427	8.28429	7.25619	7.31328	7.50964
246232_at	EMB2754	8.44153	8.3672	8.11556	8.28841	8.05487	8.25342
246233_at	AT4G36550	8.44707	8.21683	8.39005	9.50148	8.67695	9.00496
246234_at	AT4G37280	8.07095	8.16432	8.38832	8.15634	8.12375	8.08431
246235_at	HOS3-1	7.24741	7.84176	7.39798	6.97763	7.57399	7.11094
246236_at	AT4G36470	6.85389	6.96066	7.01175	7.26973	7.01147	7.13508
246237_at	AT4G36390	9.07542	9.5124	9.64423	9.1151	9.35954	9.5829
246238_at	AT4G36670	11.1384	10.1911	11.174	11.8202	10.7695	11.4249
246239_at	AT4G36790	9.11243	8.59501	8.86038	9.03271	8.53715	8.85347
246240_at	AT4G37130	9.03478	9.14482	9.12669	8.84525	9.05225	9.0302
246241_at	PLP4	4.92624	5.2364	5.3185	4.91181	5.05403	4.96575
246242_at	AT4G36600	3.81267	3.85557	4.0181	3.91162	4.1059	3.85493
246243_at	AT4G36520	8.72282	8.43174	8.10385	9.1861	8.63493	8.33569
246244_at	AT4G37250	6.62538	6.91029	7.44795	6.84112	7.43962	7.4676
246245_at	AT4G36440	8.56974	8.63279	8.64439	8.81337	8.53028	8.38446
246246_at	AT4G37170	6.17586	6.0014	6.06596	6.31256	6.27692	6.05977
246247_at	AT4G36640	9.22393	8.94211	8.6299	8.84502	8.99783	8.12274
246248_at	AT4G36560	3.53526	3.30687	3.29564	3.42968	3.38265	3.31707
246249_at	AT4G36680	7.62612	7.36674	7.24988	7.14218	7.42121	7.66965
246250_at	CP1	5.04917	5.17158	5.26975	4.82556	5.35963	5.17298
246251_at	AT4G37220	6.63402	6.66749	6.73977	6.78223	6.76573	6.83044
246252_s_at	PLP1	3.56906	3.48611	3.56857	3.55399	3.65174	3.57438
246253_at	MYB73	9.36772	9.0402	9.59054	10.1368	9.61857	9.62444
246254_at	MPK14	5.29525	5.16486	5.31288	5.33586	5.19916	5.40538
246255_at	PBRP	7.34311	7.41283	7.46576	7.7194	7.33436	7.63053
246256_at	AT4G36770	5.74985	5.74588	5.35169	5.48289	5.487	5.23334
246257_at	ATU2AF65A	9.68699	9.5866	9.66356	9.41881	9.38474	9.49245
246258_at	AT1G31840	5.41403	5.03665	5.44158	5.41118	5.2825	5.49226
246259_at	AT1G31830	9.06556	9.07812	8.97918	8.81101	8.91359	8.40994
246260_at	AT1G31820	8.36568	8.71545	8.45198	8.21683	8.06164	7.36237
246261_at	AFH14	7.14315	6.83361	7.02149	6.80441	6.68396	7.08584
246262_at	AT1G31790	6.45219	6.29816	6.0723	6.1239	5.68027	5.78855
246263_at	AT1G31780	9.10319	9.2204	9.36931	8.92615	9.08875	9.30073
246264_at	FRL2	6.89699	6.93644	7.01428	7.11977	7.11026	6.90842
246265_at	AT-IE	8.57724	8.06031	8.65151	8.29966	8.45547	9.17809
246266_at	NFD3	8.61061	7.92219	8.05724	8.12698	7.98066	8.20594
246267_at	ACBP6	12.9031	12.9283	12.6222	12.8358	12.763	12.3341
246268_at	CYP97A3	9.91565	9.28754	9.45501	9.81798	9.27859	9.42312
246269_at	AT4G37110	6.523	6.35823	7.01878	6.01538	6.50803	6.9651
246270_at	AT4G36500	12.3214	12.1116	11.6584	12.437	12.0281	12.2758
246271_at	AT4G37230	4.71537	4.87243	4.77491	4.7799	4.84143	4.73638
246272_at	MES9	7.27909	7.06819	7.10661	7.26984	7.05722	6.76098
246273_at	AT4G36700	4.82134	5.06781	5.03773	5.23868	5.20273	5.30238
246274_at	GATA19	5.69564	5.61346	5.8399	5.71128	5.8433	5.82786
246275_at	BEE2	9.66409	9.77215	9.97756	9.14001	9.38634	9.30484
246276_at	HMA1	9.46936	9.19791	9.07026	9.48394	9.09343	8.9081
246277_at	AT4G36460	5.29422	5.59016	5.67536	5.55775	5.60334	5.60098
246278_at	AT4G37190	8.24272	7.7054	7.92053	8.0296	7.6969	7.94296
246279_at	HB40	3.87752	3.80307	3.94045	3.96533	4.17944	3.95258
246280_at	AT4G36660	9.41067	9.41807	9.3286	8.66833	9.224	9.05696
246281_at	NAPRT1	8.34756	8.05934	8.14799	8.12584	8.06258	8.31532
246282_at	AT4G36580	6.29416	5.94986	6.26795	5.47272	5.8863	6.25881
246283_at	AT4G36860	9.36155	9.24514	8.95108	8.97996	8.66634	8.5257
246284_at	BEH2	8.39095	8.41092	8.61863	8.41442	8.37689	8.53084
246285_at	AT4G36980	9.69824	9.68431	9.69347	9.56604	9.44077	9.31013
246286_at	AT1G31910	11.0776	10.9375	10.6963	10.9197	10.609	10.3693
246287_at	AT1G31870	8.31553	7.78747	7.45825	8.1368	7.69392	7.6698
246288_at	AT1G31850	8.73126	8.70488	8.75953	8.40889	8.91618	8.48555
246289_at	AT3G56880	11.3337	11.0987	11.8043	11.7893	11.0924	11.9424
246290_at	CAM3	11.738	11.8242	11.2857	11.5959	11.7858	11.1293
246291_at	AT3G56820	8.07088	8.19635	8.03912	8.24242	8.04883	8.20069
246292_at	UBA2A	10.1964	10.1834	10.1753	9.94784	10.2039	10.1513
246293_at	SIB1	10.6695	10.2428	10.0517	12.7371	12.6643	12.7517
246294_at	PSRP5	10.9722	11.304	11.7594	10.8876	11.5478	11.7379
246295_at	CIP111	8.15569	7.96096	8.10649	7.81657	7.36206	7.60944
246296_at	AT3G56750	8.37649	8.36748	8.48254	8.07003	8.12104	8.43115
246297_at	AT3G51760	7.18831	6.46069	6.85627	6.7075	6.45624	6.44576
246298_at	ETO1	7.4264	8.11529	7.88309	7.6803	7.99029	8.18082
246299_at	EM1	3.7261	3.94613	3.98025	3.6044	4.17702	3.92964
246300_at	SAC8	8.64314	8.74012	8.5573	8.60651	8.16021	7.55105
246301_at	CPK13	9.22554	9.41878	9.45725	9.03567	9.12397	9.16221
246302_at	CAX3	8.28796	7.98193	8.56535	7.10064	7.35373	7.07875
246303_at	AT3G51870	7.98421	8.08781	8.47875	7.43914	7.89774	9.01065
246304_at	ACX4	10.7795	10.8518	10.9656	10.8084	10.4803	10.3181
246305_at	AT3G51890	10.4779	9.82473	9.60245	11.2882	10.7186	10.6257
246306_at	BAG4	9.0022	8.9454	8.49319	8.40466	8.53825	8.17814
246307_at	ATG2	10.7252	10.5121	11.0634	10.3052	10.8363	11.1393
246308_at	G4	9.99535	10.5093	10.7804	9.68732	10.5429	10.8521
246309_at	TG1	8.29274	7.90367	7.99449	8.05332	8.19998	8.334
246310_at	SULTR3;1	9.40455	9.95399	9.3153	9.21325	9.80397	8.77855
246311_at	HMGB1	9.29881	9.68271	9.05899	9.24047	9.23667	8.83423
246312_at	XLG3	8.60452	8.70938	8.8429	8.64558	8.18118	8.59456
246313_at	AT1G31920	8.40631	8.20079	8.27534	7.37891	7.5088	7.44953
246314_at	AREB3	8.07875	8.10796	8.35674	8.18475	8.25493	8.78331
246315_at	AT3G56870	5.3374	5.02134	5.39529	6.01356	5.65108	5.90716
246316_at	AT3G56890	5.48558	5.61939	5.33732	5.5929	5.64325	5.63055
246317_at	AT3G56900	8.01543	8.13313	8.59593	7.94578	8.12452	8.41052
246318_at	AT3G56740	8.47831	8.65977	8.31357	8.27418	8.19486	8.31669
246319_at	AT3G56680	9.57698	9.69464	10.0316	9.49261	9.56787	10.3129
246320_at	AT1G16560	9.14334	9.46432	9.93489	9.99759	10.1443	10.1893
246321_at	AT1G16640	6.88014	6.25451	6.37517	7.62498	6.81537	7.35146
246322_at	AT1G16680	8.17886	7.94618	7.8045	7.80798	7.62038	7.45038
246323_at	AT1G16690	7.89868	7.63245	8.10611	7.96751	7.70355	7.93447
246324_at	SR45	8.64955	8.67544	9.08793	8.46397	8.72108	8.94667
246325_at	ABA3	7.55728	6.28944	6.45763	8.32349	6.69947	7.06142
246326_at	REV7	7.31846	7.42987	7.28763	7.40917	7.38835	7.23519
246327_at	AT1G16670	9.00403	8.8756	8.68451	10.6703	10.5271	10.0152
246328_at	AT3G43590	8.49905	8.67734	8.84198	8.30554	8.64814	8.91
246329_at	AT3G43610	7.22066	7.07621	7.71527	7.23916	7.18449	7.33353
246330_at	AAO2	8.20211	8.04659	7.04693	8.04925	7.51903	7.03733
246331_at	AT3G44820	6.66675	7.36673	7.11443	7.14223	7.20692	7.21888
246332_at	AT3G44830	4.50453	4.66896	4.90449	5.36451	5.12332	5.36424
246333_at	AT3G44840	4.6227	4.49009	4.36603	4.81591	4.89763	4.60695
246334_at	AT3G44850	7.97916	7.56799	7.19949	8.01123	7.55434	7.89998
246335_at	ACD1	10.9855	10.6962	10.7062	11.184	10.5666	10.1021
246336_at	CHX4	3.98698	3.89997	4.1926	3.92169	4.09511	4.12693
246337_at	CHX12	5.17866	5.23554	5.11167	5.28798	5.33825	5.44578
246338_s_at	CHX10	4.43092	4.64356	4.83374	4.50711	4.9942	4.67953
246339_at	RPL9	10.6711	10.5685	11.2739	10.543	10.8971	11.3765
246340_s_at	AT3G44870	11.5213	11.0066	11.2391	12.4797	12.4621	11.2546
246341_x_at	AT3G43150	4.84769	4.84769	4.85193	4.92684	4.91444	5.02967
246342_at	FAR6	4.9534	6.86762	5.27209	5.30979	5.25132	5.40761
246343_at	AT3G56720	8.13736	8.20715	8.30001	8.09334	7.79418	7.96254
246344_at	AT3G56730	6.48017	6.77074	6.5595	6.34665	6.54709	5.93937
246345_at	AT3G56760	8.39437	8.15435	8.14724	8.30042	8.19143	8.11823
246346_at	AT3G56810	6.09106	6.31322	6.50857	6.06155	6.38038	6.11244
246347_at	AT3G56830	7.76667	7.90992	7.96759	7.77091	7.67877	7.70217
246348_at	AT3G56840	8.9893	8.8506	8.84447	9.30393	9.12131	9.02044
